location,date,total_cases,new_cases_smoothed,total_deaths,new_deaths_smoothed,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations_smoothed,new_people_vaccinated_smoothed
High income,4/20/20,1962977,60928.714,154810,5972,,,,,
High income,4/21/20,2015829,58926.714,161171,5980.714,,,,,
High income,4/22/20,2074613,59168.857,167186,5762.143,,,,,
High income,4/23/20,2131742,57040.714,172803,5623.429,,,,,
High income,4/24/20,2178914,55950.714,178420,5524.714,,,,,
High income,4/25/20,2234163,55899.571,183128,5419.429,,,,,
High income,4/26/20,2279719,54719,186387,5229.571,,,,,
High income,4/27/20,2326482,53607,189989,5025.571,,,,,
High income,4/28/20,2372675,52655.714,195094,4846.143,,,,,
High income,4/29/20,2419020,51086.571,200483,4756.714,,,,,
High income,4/30/20,2469392,49877.143,205016,4601.857,,,,,
High income,5/1/20,2525210,49678.857,208951,4361.571,,,,,
High income,5/2/20,2570094,48221.143,213102,4282,,,,,
High income,5/3/20,2609050,47278.143,215562,4167.857,,,,,
High income,5/4/20,2648273,46201.143,218404,4059.286,,,,,
High income,5/5/20,2690094,45576.571,222800,3958,,,,,
High income,5/6/20,2736490,45376,227559,3868,,,,,
High income,5/7/20,2783425,44885,231259,3749,,,,,
High income,5/8/20,2829483,43490.714,235059,3729.714,,,,,
High income,5/9/20,2871959,43123.714,237796,3527.714,,,,,
High income,5/10/20,2906611,42508.857,239765,3457.571,,,,,
High income,5/11/20,2943358,42155,241908,3357.714,,,,,
High income,5/12/20,2985898,42257.714,245348,3222,,,,,
High income,5/13/20,3024363,41124.857,248609,3008,,,,,
High income,5/14/20,3069742,40902.571,252053,2971.429,,,,,
High income,5/15/20,3112871,40484.143,255138,2869.286,,,,,
High income,5/16/20,3157140,40740.286,257502,2816,,,,,
High income,5/17/20,3191504,40699.143,259338,2797,,,,,
High income,5/18/20,3230067,40958.571,261370,2781.286,,,,,
High income,5/19/20,3269753,40550.857,263707,2653.857,,,,,
High income,5/20/20,3312779,41202.286,266395,2572,,,,,
High income,5/21/20,3357046,41043.429,268535,2385.714,,,,,
High income,5/22/20,3401860,41284.143,271348,2346.857,,,,,
High income,5/23/20,3445962,41260.286,273282,2285.429,,,,,
High income,5/24/20,3481702,41519.571,274626,2226.571,,,,,
High income,5/25/20,3516340,41012,273869,2102.286,,,,,
High income,5/26/20,3551513,40367.286,275556,1978.429,,,,,
High income,5/27/20,3586951,39283.286,277951,1936.571,,,,,
High income,5/28/20,3630058,39117.571,279929,1913.429,,,,,
High income,5/29/20,3673446,38913.857,281868,1788.571,,,,,
High income,5/30/20,3724145,39856.286,283467,1740.714,,,,,
High income,5/31/20,3759449,39731.286,284464,1679.714,,,,,
High income,6/1/20,3794410,39724.286,285641,1682.143,,,,,
High income,6/2/20,3829069,39743.286,287350,1685.286,,,,,
High income,6/3/20,3862652,39939.143,289124,1596.571,,,,,
High income,6/4/20,3911422,40748.143,290671,1535,,,,,
High income,6/5/20,3955721,40878.286,292315,1492.857,,,,,
High income,6/6/20,4003214,40420.286,293494,1432.857,,,,,
High income,6/7/20,4039354,40539.714,294309,1406.857,,,,,
High income,6/8/20,4073204,40381,295788,1449.571,,,,,
High income,6/9/20,4110391,40649.714,297296,1420.857,,,,,
High income,6/10/20,4152149,41356.714,298846,1388.857,,,,,
High income,6/11/20,4194274,40407.429,300159,1355.714,,,,,
High income,6/12/20,4241338,40802.429,301584,1324.429,,,,,
High income,6/13/20,4287011,40542.429,302894,1343.286,,,,,
High income,6/14/20,4325522,40881.143,303653,1335.286,,,,,
High income,6/15/20,4364695,41641.571,304305,1217.143,,,,,
High income,6/16/20,4407654,42466.143,305556,1180.429,,,,,
High income,6/17/20,4451182,42719,306960,1159.571,,,,,
High income,6/18/20,4499005,43533,308222,1152,,,,,
High income,6/19/20,4550117,44132.429,310591,1118.429,,,,,
High income,6/20/20,4599535,44667.429,311609,1076.571,,,,,
High income,6/21/20,4641743,45195.571,312262,1061.571,,,,,
High income,6/22/20,4688641,46299.286,312823,1048.571,,,,,
High income,6/23/20,4744696,48170.571,313980,1035.143,,,,,
High income,6/24/20,4798506,49639.429,315236,1018.429,,,,,
High income,6/25/20,4856009,51022.286,316252,983.286,,,,,
High income,6/26/20,4924269,53450.857,317379,974.286,,,,,
High income,6/27/20,4982736,54743.571,318297,960,,,,,
High income,6/28/20,5040992,57094.571,318920,955.714,,,,,
High income,6/29/20,5098586,58622.429,319522,961.571,,,,,
High income,6/30/20,5165119,60118.857,320500,936,,,,,
High income,7/1/20,5229972,61696.429,321579,906.286,,,,,
High income,7/2/20,5300667,63581,322747,928,,,,,
High income,7/3/20,5370362,63786.143,323779,914.429,,,,,
High income,7/4/20,5432913,64369.571,324398,872,,,,,
High income,7/5/20,5501480,65784.143,324963,864.143,,,,,
High income,7/6/20,5561991,66200.857,325579,866.143,,,,,
High income,7/7/20,5634113,66999.286,327013,931.286,,,,,
High income,7/8/20,5709812,68548.714,328247,954,,,,,
High income,7/9/20,5786670,69429.143,329597,980,,,,,
High income,7/10/20,5873230,71838.286,330718,992.857,,,,,
High income,7/11/20,5948287,73624.857,331675,1040.857,,,,,
High income,7/12/20,6022698,74459.714,332351,1056.143,,,,,
High income,7/13/20,6100436,76920.714,332934,1051.429,,,,,
High income,7/14/20,6181263,78164.286,334070,1009.143,,,,,
High income,7/15/20,6263157,79049.286,335409,1023.571,,,,,
High income,7/16/20,6352092,80774.571,336688,1013.429,,,,,
High income,7/17/20,6436435,80457.857,338847,1010.571,,,,,
High income,7/18/20,6515779,81070.286,339943,1030.714,,,,,
High income,7/19/20,6586869,80595.857,340578,1024.857,,,,,
High income,7/20/20,6668360,81132,341379,1056,,,,,
High income,7/21/20,6752975,81673.143,342669,1079.571,,,,,
High income,7/22/20,6838105,82135.429,344116,1095,,,,,
High income,7/23/20,6925632,81934.429,345487,1108.143,,,,,
High income,7/24/20,7020420,83426.571,346828,1142.286,,,,,
High income,7/25/20,7099770,83427.429,348031,1157.286,,,,,
High income,7/26/20,7168958,83155.714,348778,1173.286,,,,,
High income,7/27/20,7251609,83321.429,350066,1245.429,,,,,
High income,7/28/20,7333293,82902.714,351493,1263.143,,,,,
High income,7/29/20,7416791,82669.571,353178,1297.143,,,,,
High income,7/30/20,7506369,82962.429,354717,1321.286,,,,,
High income,7/31/20,7590183,81394.714,356130,1331.571,,,,,
High income,8/1/20,7661381,80230.143,357425,1344.714,,,,,
High income,8/2/20,7719855,78699.571,358056,1330,,,,,
High income,8/3/20,7785623,76287.857,358888,1262.286,,,,,
High income,8/4/20,7867453,76308.714,360343,1266.714,,,,,
High income,8/5/20,7942845,75150.714,362049,1269.714,,,,,
High income,8/6/20,8024776,74058.286,363484,1254.714,,,,,
High income,8/7/20,8109588,74200.857,365011,1271.571,,,,,
High income,8/8/20,8188198,75259.714,366298,1270.429,,,,,
High income,8/9/20,8256156,76614.857,367053,1286.286,,,,,
High income,8/10/20,8334365,78392,367870,1284.143,,,,,
High income,8/11/20,8411537,77726.571,369176,1262.429,,,,,
High income,8/12/20,8488228,77912.143,370891,1264,,,,,
High income,8/13/20,8567281,77501,372247,1252.714,,,,,
High income,8/14/20,8663240,79093.429,373785,1253.714,,,,,
High income,8/15/20,8734196,78000,375176,1268.571,,,,,
High income,8/16/20,8785171,75579.571,376001,1278.571,,,,,
High income,8/17/20,8852050,73961,376706,1262.571,,,,,
High income,8/18/20,8919862,72623.857,378189,1287.857,,,,,
High income,8/19/20,8992042,71979.429,379238,1192.429,,,,,
High income,8/20/20,9066078,71262.714,380619,1196,,,,,
High income,8/21/20,9143993,68685,381982,1171,,,,,
High income,8/22/20,9209668,67930.571,383164,1141.143,,,,,
High income,8/23/20,9260034,67837.571,383846,1120.714,,,,,
High income,8/24/20,9329893,68263.286,384564,1122.571,,,,,
High income,8/25/20,9398369,68358.143,386064,1125,,,,,
High income,8/26/20,9465349,67615.286,387348,1175.286,,,,,
High income,8/27/20,9554842,69823.429,388744,1177.429,,,,,
High income,8/28/20,9634993,70335.429,389919,1150.571,,,,,
High income,8/29/20,9699433,70159,391049,1143.143,,,,,
High income,8/30/20,9753840,70736.286,391720,1141.571,,,,,
High income,8/31/20,9829046,71500.143,392482,1147.857,,,,,
High income,9/1/20,9900296,71896.429,393798,1122.714,,,,,
High income,9/2/20,9974308,72902.714,395108,1110.143,,,,,
High income,9/3/20,10055518,71719.429,396481,1106.857,,,,,
High income,9/4/20,10143795,72687.714,397808,1131.429,,,,,
High income,9/5/20,10215019,73656.857,398830,1116,,,,,
High income,9/6/20,10270203,73767.857,399449,1108.571,,,,,
High income,9/7/20,10344905,73695.857,400078,1089.571,,,,,
High income,9/8/20,10409406,72731.714,400874,1014.143,,,,,
High income,9/9/20,10483508,72742.857,402226,1019.714,,,,,
High income,9/10/20,10569808,73470,403463,1000.286,,,,,
High income,9/11/20,10662646,74121.571,404936,1018.286,,,,,
High income,9/12/20,10744664,75663.571,405889,1008.429,,,,,
High income,9/13/20,10815372,77881.286,406483,1004.857,,,,,
High income,9/14/20,10905341,80062.286,407281,1029,,,,,
High income,9/15/20,10986798,82484.571,408912,1148.286,,,,,
High income,9/16/20,11075722,84602,410365,1162.714,,,,,
High income,9/17/20,11176255,86635.286,411718,1179.286,,,,,
High income,9/18/20,11286764,89159.714,413181,1177.857,,,,,
High income,9/19/20,11375487,90117.571,414120,1175.857,,,,,
High income,9/20/20,11454412,91291.429,414621,1162.571,,,,,
High income,9/21/20,11551489,92306.857,415450,1167,,,,,
High income,9/22/20,11645029,94033,417047,1162.143,,,,,
High income,9/23/20,11747729,96001,418571,1172.286,,,,,
High income,9/24/20,11863948,98241.857,420022,1186.286,,,,,
High income,9/25/20,11982363,99371.286,421512,1190.143,,,,,
High income,9/26/20,12077639,100307.429,422660,1220,,,,,
High income,9/27/20,12153961,99935.571,423260,1234.143,,,,,
High income,9/28/20,12254351,100408.857,424145,1242.143,,,,,
High income,9/29/20,12342612,99654.714,425483,1205.143,,,,,
High income,9/30/20,12459343,101659.143,427213,1234.571,,,,,
High income,10/1/20,12573881,101419,428753,1247.286,,,,,
High income,10/2/20,12699056,102384.714,430202,1242.143,,,,,
High income,10/3/20,12811281,104806,431280,1232.143,,,,,
High income,10/4/20,12913499,108505.429,432034,1254.143,,,,,
High income,10/5/20,13027919,110509.714,433032,1270.286,,,,,
High income,10/6/20,13149674,115294.571,434553,1296.429,,,,,
High income,10/7/20,13287044,118243,436076,1267.286,,,,,
High income,10/8/20,13444149,124324,437767,1288.857,,,,,
High income,10/9/20,13603809,129250.429,439561,1337.429,,,,,
High income,10/10/20,13753694,134630.429,440732,1350.714,,,,,
High income,10/11/20,13875787,137469.714,441698,1381,,,,,
High income,10/12/20,14016667,141249.714,442830,1400.143,,,,,
High income,10/13/20,14165198,145074.857,444422,1410.286,,,,,
High income,10/14/20,14346952,151415.429,446424,1478.429,,,,,
High income,10/15/20,14549192,157863.286,448170,1486.286,,,,,
High income,10/16/20,14756791,164711.714,450259,1528.429,,,,,
High income,10/17/20,14937235,169077.286,451812,1583,,,,,
High income,10/18/20,15105550,175680.429,452940,1606.143,,,,,
High income,10/19/20,15318640,185996.143,454411,1654.571,,,,,
High income,10/20/20,15519054,193408,456767,1763.714,,,,,
High income,10/21/20,15752953,200857.286,459255,1833,,,,,
High income,10/22/20,16029842,211521.429,461498,1904,,,,,
High income,10/23/20,16317509,222959.714,464077,1974,,,,,
High income,10/24/20,16580728,234784.714,466290,2068.286,,,,,
High income,10/25/20,16775024,238496.286,467644,2103.571,,,,,
High income,10/26/20,17099943,254471.857,469775,2197.857,,,,,
High income,10/27/20,17376859,265400.714,473079,2333.286,,,,,
High income,10/28/20,17692069,277016.571,475983,2393.571,,,,,
High income,10/29/20,18035380,286505.429,479098,2518.143,,,,,
High income,10/30/20,18398716,297315.286,482563,2644.714,,,,,
High income,10/31/20,18687265,300933.857,485535,2753.143,,,,,
High income,11/1/20,18956648,311660.571,487572,2847.714,,,,,
High income,11/2/20,19345041,320728.286,490309,2934.286,,,,,
High income,11/3/20,19719752,334699,495687,3230.857,,,,,
High income,11/4/20,19988790,334740,500878,3561.714,,,,,
High income,11/5/20,20388599,342811.143,505117,3722.286,,,,,
High income,11/6/20,20794442,348883.571,510009,3926.143,,,,,
High income,11/7/20,21187847,363863,513809,4044.429,,,,,
High income,11/8/20,21496741,369507.429,516322,4112.429,,,,,
High income,11/9/20,21830446,361694.857,519961,4241.286,,,,,
High income,11/10/20,22166635,356191.714,525585,4276.143,,,,,
High income,11/11/20,22562616,367689.429,531242,4337.714,,,,,
High income,11/12/20,22968031,368490.286,536084,4423.857,,,,,
High income,11/13/20,23388907,370637.857,541263,4464.857,,,,,
High income,11/14/20,23757926,367154.143,545790,4568.714,,,,,
High income,11/15/20,24073078,368048.143,548993,4667.286,,,,,
High income,11/16/20,24420990,370077.714,552951,4712.857,,,,,
High income,11/17/20,24799936,376185.857,559461,4839.429,,,,,
High income,11/18/20,25179034,373774,565717,4925,,,,,
High income,11/19/20,25589275,374463.429,571610,5075.143,,,,,
High income,11/20/20,26007104,374028.143,578287,5289.143,,,,,
High income,11/21/20,26363877,372278.714,583109,5331.286,,,,,
High income,11/22/20,26653361,368611.857,586846,5407.571,,,,,
High income,11/23/20,26984807,366259.571,591177,5460.857,,,,,
High income,11/24/20,27330656,361531.429,598396,5562.143,,,,,
High income,11/25/20,27680390,357336.571,605164,5635.286,,,,,
High income,11/26/20,27984131,342122.286,610908,5614,,,,,
High income,11/27/20,28377604,338642.857,617398,5587.286,,,,,
High income,11/28/20,28695125,333035.429,622280,5595.857,,,,,
High income,11/29/20,28952873,328501.714,625789,5563.286,,,,,
High income,11/30/20,29230882,320867.857,630361,5597.714,,,,,
High income,12/1/20,29570962,320043.714,637678,5611.714,,,,,
High income,12/2/20,29926939,320935.571,645028,5694.857,0,,,0,0
High income,12/3/20,30318597,333495.143,652458,5935.714,0,,,1,1
High income,12/4/20,30724200,335228,659550,6021.714,1,,,1,1
High income,12/5/20,31091370,342320.714,665406,6160.857,1,,,1,1
High income,12/6/20,31397695,349260.286,669399,6230,1,,,1,1
High income,12/7/20,31712744,354551.714,673740,6197,2,,,1,1
High income,12/8/20,32077182,358031.429,680509,6119,8,,,1,1
High income,12/9/20,32458020,361583,687994,6138.286,10,,,1,1
High income,12/10/20,32875980,365340.429,695281,6117.857,11,,,1,1
High income,12/11/20,33301987,368255.286,703251,6243.286,16,,,1,1
High income,12/12/20,33693667,371756.714,709384,6282.857,17,,,1,1
High income,12/13/20,34022189,374927.714,713663,6323.714,27824,6969,,1,1
High income,12/14/20,34368225,379354.429,718341,6371.857,32289,7099,,4626,4461
High income,12/15/20,34755243,382580.143,726057,6506.857,79031,7370,,27139,25961
High income,12/16/20,35194691,390953,734823,6689.857,236318,7832,,72550,69999
High income,12/17/20,35649646,396238,742597,6759.429,507074,8608,,124086,120416
High income,12/18/20,36105857,400552.857,750185,6704.857,919633,9834,,183656,178924
High income,12/19/20,36489234,399366.714,756765,6768.714,1099159,10917,,183584,178955
High income,12/20/20,36831182,401284.714,761063,6771.429,1211292,11660,,179974,175706
High income,12/21/20,37182566,402048.714,765737,6770.857,1622089,13213,,243928,238644
High income,12/22/20,37581403,403737.143,773876,6831.286,2112939,16194,,311484,305212
High income,12/23/20,38011502,402401.571,782112,6755.571,2787753,19292,,382631,374048
High income,12/24/20,38450814,400166.857,789123,6646.571,3075274,20399,,391362,383084
High income,12/25/20,38748977,377588.571,793595,6201.429,3134615,20501,,332105,325090
High income,12/26/20,39079781,370078.143,797509,5820.571,3310596,21468,,322506,315582
High income,12/27/20,39323667,356069.286,801277,5744.857,3562894,22220,,334850,327741
High income,12/28/20,39644801,351747.857,806187,5778.571,4322771,26584,,406921,398775
High income,12/29/20,40073328,355989.286,814950,5867.714,5277591,31957,,494693,477841
High income,12/30/20,40541363,361408.714,824444,6047.429,6402791,40481,,571985,553949
High income,12/31/20,41119026,381173.143,832525,6200.286,7091142,43774,,621987,603103
High income,1/1/21,41510217,394462.857,838158,6366.143,7321736,51501,1,633240,612792
High income,1/2/21,41927734,406850.429,843184,6525,7757066,54511,1,672232,651065
High income,1/3/21,42287866,423457,847049,6538.857,8149776,57030,4,682811,661044
High income,1/4/21,42663401,431228.571,852119,6561.714,9193644,102278,6,735508,706127
